review,preprocessed_text,score,predicted_label,predicted_label_code,confidence_negatif,confidence_netral,confidence_positif,confidence_max
suka error....tp tetap tatap bagus...thx strava,suka errortp tatap bagusthx strava,5,negatif,0,0.4724390188279973,0.16396724588187508,0.3635937352901277,0.4724390188279973
bermanfaat untuk bisa meningkatkan target olahraga biar tubuh kita semakin sehat dan bugar,manfaat tingkat target olahraga biar tubuh sehat bugar,5,positif,2,0.22392736237579874,0.1821564458744472,0.5939161917497542,0.5939161917497542
kerren mantaf sangat bermanfaat jozzz🥰🥰🥰,kerren mantaf manfaat jozzz,5,positif,2,0.32361901411872473,0.1781391074532292,0.49824187842804607,0.49824187842804607
"sudah cape cape sepedaan ada 20km -+ eh kebaca nya malah 8 km tolong lah bukan sekali 2 kali soalnya, ilangin jeda otomatis nya!",cape cape sepeda baca tolong kali ilangin jeda otomatis,1,negatif,0,0.5015595286662354,0.1998537395351005,0.29858673179866396,0.5015595286662354
knp ketika saya play hasil lari tidak bisa munculnya harus bayar sedangkan apk temen ku ngga,play hasil lari muncul bayar aplikasi temen ngga,3,negatif,0,0.4015359084315663,0.2310033128443411,0.3674607787240925,0.4015359084315663
"Update terbaru malah ngebug klo dipakein tws trs play musik di HP malah musiknya jadi mati idup sendiri, padahal biasanya engga, tolong diperbaiki lagi",update baru ngebug dipakein play musik musik mati idup engga tolong baik,3,negatif,0,0.5862753423104972,0.2162528839459462,0.19747177374355668,0.5862753423104972
terkadang record nya ndak fungsi..,terkadang record ndak fungsi,5,negatif,0,0.43784282513137346,0.21265250765998794,0.3495046672086387,0.43784282513137346
"Halo Tim Strava, Saya ingin melaporkan masalah terkait pemotongan dana dari akun saya. Saya tidak merasa melakukan pembelian atau perpanjangan langganan ini. Mohon bantuannya untuk membatalkan langganan dan melakukan pengembalian dana",halo strava lapor kait potong dana akun beli panjang langgan mohon bantu batal langgan kembali dana,1,negatif,0,0.5249986958049958,0.2479718702185551,0.22702943397644912,0.5249986958049958
"Saya ada usulan, bagaimana kalo setiap mecahkan record sendiri, di Beri Hadiah Misalnya Koin untuk membeli sticker di Strava atau apalah itu",usul kalo mecahkan record hadiah koin beli sticker strava,4,negatif,0,0.3660880323537096,0.32191971500275435,0.311992252643536,0.3660880323537096
"akhit akhir ini kenapa tidak akurat kadang berjalan udah 3km tapi langkah masih 300 sampe 400 selama 30 menitan, tapi kafang baru 2km an langkah udah 2rb lebih. ada yang sama?",akhit akurat kadang jalan langkah sampe menit kafang langkah,3,negatif,0,0.5818471160688179,0.14855408748760746,0.26959879644357465,0.5818471160688179
mantul terbaik,mantul baik,5,negatif,0,0.45815307209588957,0.17407141878757285,0.36777550911653767,0.45815307209588957
saya tidak pernah berlangganan di aplikasi tersebut saldo saya ilang RP. 609.390 bagaimana cara uang saya kembali min.,langgan aplikasi saldo ilang uang,1,negatif,0,0.6548497090738072,0.13328457775603536,0.21186571317015754,0.6548497090738072
Baik dan membantu tapi jumlah jalan kaki tidak terlihat lagi,bantu jalan kaki,5,positif,2,0.36047459552828887,0.11982189968682384,0.5197035047848872,0.5197035047848872
"trackingnya tidak akurat, jalur larinya jadi ngaco",trackingnya akurat jalur lari ngaco,2,positif,2,0.34897600791537026,0.20924763535250038,0.44177635673212934,0.44177635673212934
mantap cuman kadang eror sama waktu,bagus cuman kadang eror,5,negatif,0,0.37851742708056757,0.2699679461575176,0.35151462676191475,0.37851742708056757
"joss, pantau performa olah raga anda, improve base on statistik..",joss pantau performa olah raga improve base statistik,5,positif,2,0.33024105457551295,0.18182012494977942,0.48793882047470766,0.48793882047470766
"bolehlah ya, bagus juga dan yap gw manusia",bagus manusia,5,positif,2,0.20317749277070604,0.19868290156333324,0.5981396056659607,0.5981396056659607
pamer dikit gak sih 😋,pamer dikit,5,negatif,0,0.4460680994592266,0.20504443756721605,0.3488874629735573,0.4460680994592266
sungguh aplikasi yang tidak bagus kerena tidak bisa si login,sungguh aplikasi bagus rena login,1,positif,2,0.23295965911310415,0.14307091610104297,0.623969424785853,0.623969424785853
"dana saya kesedot tiba"" untuk pembayaran langganan strava padahal saya udah tidak memakai nya lagi saya ingin merefund mengapa tidak bisa?",dana sedot bayar langgan strava pakai merefund,1,negatif,0,0.5752026717787733,0.20891732026231435,0.21588000795891232,0.5752026717787733
tolong di perbaiki dong kadang GPS nya suka ngebug tiba tiba lurus belok segitiga dll terus pace nya berubah karena GPS nya bug,tolong baik kadang suka ngebug lurus belok segitiga pace ubah,4,negatif,0,0.5294676703003793,0.2500346470675821,0.22049768263203856,0.5294676703003793
bagus walaupun blm premium,bagus premium,5,positif,2,0.22212694577336223,0.23877110334393276,0.5391019508827051,0.5391019508827051
"Sebelumnya mohon maaf, kok Strava ku ga bisa masuk ya. Maksudnya ga bisa login ga bisa masukin akun GAGAL TERUS (Server Strava Mengalami Kesalahan) Owh aku sudah memecahkan masalah nih, jika masuk Strava pake wifi gak jadi/server tidak ditemukan. Tapi KLO pake kuota itu langsung jadi, hehe baru tau aku maaf²",mohon maaf strava masuk maksud login masukin akun gagal server strava alami salah pecah masuk strava pake wifi jadiserver temu pake kuota langsung hehe maaf,5,negatif,0,0.5242885509727476,0.28364833509383264,0.19206311393341965,0.5242885509727476
karna kalau ada uang tidak di pakai dalam aplikasi penyimpanan uang akan dia ambil oleh aplikasi ini sebelum ada banyak korban stop pakai aplikasi ini saya kehilangan uang enam ratus ribu rupiah,karna uang pakai aplikasi simpan uang ambil aplikasi korban stop pakai aplikasi hilang uang enam ratus ribu rupiah,1,negatif,0,0.5726082591290894,0.14464296249586875,0.28274877837504186,0.5726082591290894
udah lama pake ini tapi sekarang error gabisa login pake akun apapun server error. jadi ganti apk adidas running tolong diperbaiki,pake error gabisa login pake akun server error ganti aplikasi adidas running tolong baik,3,negatif,0,0.620746080048111,0.22620574855930656,0.15304817139258228,0.620746080048111
"GPS-nya rusak jarak ga benar baru lari 1 menit tiba-tiba 2 km, dipake berkali-kali pun tetap sama",gpsnya rusak jarak lari menit tibatiba dipake berkalikali,1,negatif,0,0.4425153359269227,0.21122813326484216,0.34625653080823504,0.4425153359269227
"bagus apknya, tpi sering error kadang pace sama jaraknya ga jalan, mohon dibenerin lagi min",bagus apknya error kadang pace jarak jalan mohon dibenerin admin,4,negatif,0,0.5492402705062269,0.1816807345767776,0.26907899491699544,0.5492402705062269
"Keren dah, kalau bisa fitur gratisnya tambahin lg ya 😁",bagus fitur gratis tambahin,5,positif,2,0.17524000478692384,0.3945789205296331,0.4301810746834431,0.4301810746834431
good!!! saya tunggu Perkembangan fitur Terbaru min..,good tunggu kembang fitur baru,5,positif,2,0.3571226135014205,0.27116244476884305,0.3717149417297364,0.3717149417297364
sangat bermanfaat dalam menunjang olahraga saya,manfaat tunjang olahraga,5,positif,2,0.24614470707524858,0.14063589226968715,0.6132194006550642,0.6132194006550642
baikk,baikk,5,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
"Usahakan gps, pace, dan cadence lebih akurat",usaha pace cadence akurat,4,negatif,0,0.35848770325469514,0.29268388773036047,0.3488284090149443,0.35848770325469514
Udah bayar langganan tapi tidak bisa menggunakan fiturnya,bayar langgan fiturnya,2,negatif,0,0.5337585192783332,0.24813347615482698,0.21810800456683987,0.5337585192783332
sangat bermanfaat (mmk),manfaat,5,positif,2,0.32361901411872473,0.1781391074532292,0.49824187842804607,0.49824187842804607
mohon di kembalikan uangnya ☺️☺️,mohon kembali uang,1,negatif,0,0.5961829943446154,0.1938753020264939,0.20994170362889078,0.5961829943446154
App yang sangat membantu dalam memantau aktifitas olahraga,bantu pantau aktifitas olahraga,5,positif,2,0.20398109023974267,0.1247766371953853,0.6712422725648719,0.6712422725648719
sangat membantu aktivitas lari kami,bantu aktivitas lari,5,positif,2,0.2300738916933517,0.14762688698646456,0.6222992213201838,0.6222992213201838
"bagus tapii kalo masuk pakai wifi langsung log out dan harus masukkan google lagi,jadi semua aktivitas kehapus",bagus tapi kalo masuk pakai wifi langsung masuk google lagijadi aktivitas hapus,3,negatif,0,0.3961718133863291,0.24721726204465086,0.35661092456902005,0.3961718133863291
Aplikasinya bagus. Terus ditingkatkan lagi.,aplikasi bagus tingkat,4,positif,2,0.18335418184275395,0.1904738623858008,0.6261719557714452,0.6261719557714452
"kembalikan uang saya 600rb,karena saya tidak menyetujui itu",kembali uang rbkarena tuju,1,negatif,0,0.5989984832721583,0.17722098932640393,0.22378052740143775,0.5989984832721583
sangat membantu dalam proses sehatku,bantu proses sehat,4,positif,2,0.23224967750425243,0.13265877864249778,0.6350915438532498,0.6350915438532498
Aplikasi Olahraga (Lari) Terbaik.,aplikasi olahraga lari baik,5,positif,2,0.24006405196293115,0.11554607347292746,0.6443898745641413,0.6443898745641413
kadang GPS-nya error,kadang gpsnya error,4,negatif,0,0.5762979901266769,0.1964765589827057,0.22722545089061746,0.5762979901266769
"sorry to say yaaa, gue instal bukan karna gue suka sama aplikasinya, tolong dong uang istri gue tiba2 kepotong di spay dengan sendirinya, berlangganan enggak tiba2 saldo sebesar 550rb dipotong, tolong kebijakannya ya, gokil si sekelas bank yg aman bisa lu bobol!!! balikin ya!!! tolong kebijakannya.",sorry yaaa instal karna suka aplikasi tolong uang istri potong spay langgan saldo potong tolong bijak gokil kelas bank aman bobol balikin tolong bijak,1,negatif,0,0.6080216657573482,0.168515763913923,0.2234625703287289,0.6080216657573482
mudah di gunakan,mudah,5,positif,2,0.32761426657974163,0.1797418292000502,0.4926439042202082,0.4926439042202082
"tolong dong masa ini saya harus bayar 609.390 karna berlangganan katanya harus di bayar, sudah di tagih terus, padahal saya ga berlangganan apapun itu",tolong bayar karna langgan bayar tagih langgan,1,negatif,0,0.5450274101519565,0.29978322782891503,0.15518936201912842,0.5450274101519565
"tolong kembalikan uang saya 609,390 saya tidak merasa berlangganan di apk ini, TOLONG SEKALI LAGI KEMBALI UANG SAYA!!!",tolong kembali uang langgan aplikasi tolong uang,1,negatif,0,0.6865035225511432,0.16389454473256418,0.1496019327162925,0.6865035225511432
uang ku ketarik 606,uang tarik,1,negatif,0,0.5752943664415835,0.1586834868055596,0.2660221467528569,0.5752943664415835
gj aktivitas ilang semua,aktivitas ilang,1,positif,2,0.3978247213463039,0.19650206579595333,0.4056732128577427,0.4056732128577427
Membantu dan memotivasi saya untuk berlari,bantu motivasi lari,5,positif,2,0.12537415072178815,0.1189673921776785,0.7556584571005335,0.7556584571005335
"Tolong kembalikan saldo saya senilai Rp 609,saya tidak pernah bayar untuk beranggapan 1 tahun",tolong kembali saldo nila bayar anggap,1,negatif,0,0.6180447962150736,0.1897525906113526,0.19220261317357376,0.6180447962150736
hallo strava kenapa stava saya error terus ada tulisan kesalahan 403 tolong di perbaiki,hallo strava stava error tulis salah tolong baik,4,negatif,0,0.5879197389384203,0.21313649513151406,0.19894376593006569,0.5879197389384203
"yaalah balikin uang saya 609.000, demi allah ga pernh langganan",yaalah balikin uang allah pernh langgan,1,negatif,0,0.6113886681092401,0.1794385916741695,0.20917274021659038,0.6113886681092401
tiba tiba log out sendiri ga bisa masuk jadi harus ganti akun akun lama ilang dah tuh muncak ke gunung gunung ilang semua aktifitas lari renang percuma,masuk ganti akun akun ilang muncak gunung gunung ilang aktifitas lari renang,1,negatif,0,0.4592087567750384,0.21864712212942458,0.3221441210955371,0.4592087567750384
tidak bisa share hasil lari aneh kenapa ini bug kah? ada yg bisa ada yang tidak 😵‍💫😴,share hasil lari aneh,2,netral,1,0.3027707388618967,0.371751776199286,0.3254774849388172,0.371751776199286
sayang sekali pembayaran hanya bisa pakai cc tdk ada opsi lain,sayang bayar pakai opsi,5,negatif,0,0.4232466514522841,0.2718067331673057,0.3049466153804102,0.4232466514522841
"all good, tapi kalo offline lebih bagus, jdi kaya peta nya di download gitu",good kalo offline bagus kaya peta download gitu,5,netral,1,0.28095057567690934,0.41117082218765666,0.307878602135434,0.41117082218765666
"udh capek lari 20 putaran di apk gk kerekam, malah cuma 2km",capek lari putar aplikasi rekam,1,positif,2,0.360297002965473,0.20955229305953083,0.43015070397499616,0.43015070397499616
server nya busuk,server busuk,1,negatif,0,0.3765072437971724,0.34468228854997907,0.27881046765284856,0.3765072437971724
"kebanyakan perintah login nya gak bisa padahal benar gak cocok di instal,buang² data aja aplikasi bodoh",banyak perintah login cocok instalbuang data aplikasi bodoh,1,negatif,0,0.4328243955629655,0.14718536132614443,0.41999024311089006,0.4328243955629655
strava tolong kembalikan uang saya 609.000. saya gk pernah berlangganan 1tahun dg strava. kenapa otomatis mengambil saldo saya di seabank. dasar app scam strava ini.,strava tolong kembali uang langgan strava otomatis ambil saldo seabank dasar scam strava,1,negatif,0,0.6626402552430625,0.167273141739283,0.17008660301765455,0.6626402552430625
saya merasa sangat terbantu dengan aplikasi ini karna saya sebagai pelari nusantara sangat terbantu dengan apk ini,bantu aplikasi karna lari nusantara bantu aplikasi,5,positif,2,0.2027847806114637,0.08489335262013184,0.7123218667684045,0.7123218667684045
membantu monitoring olah raga ..semoga aplikasi nya makin bagus,bantu monitoring olah raga moga aplikasi bagus,4,positif,2,0.16661201688842636,0.12270511402100714,0.7106828690905664,0.7106828690905664
terimakasih aplikasi membantu target,terimakasih aplikasi bantu target,5,positif,2,0.23449290169639808,0.1487379329529088,0.616769165350693,0.616769165350693
"selalu aja waktu nambah tapi km tetep diem, padahal saya nggak berhenti berhenti",nambah tetep diem henti henti,2,negatif,0,0.45589442862287616,0.20103283468869998,0.3430727366884238,0.45589442862287616
kereen..mencatat kegiatan olga secara detail,kereenmencatat giat olga detail,5,positif,2,0.3696248273998938,0.1832449560602656,0.4471302165398406,0.4471302165398406
"tolong kembalikan dana sebesar Rp609.390 saya yang tiba tiba terpotong tanpa sepengetahuan saya, padahal saya tidak berlangganan sama sekali !!",tolong kembali dana potong tahu langgan,1,negatif,0,0.6177910424422046,0.24132463040225172,0.1408843271555437,0.6177910424422046
sangat sangat membantu menentukan waktu,bantu tentu,3,positif,2,0.14192515263762728,0.08736691275818104,0.7707079346041917,0.7707079346041917
"strava, kenapa aplikasi saya d buat coba gratis... padahal saya tidak pernah nge klik trial?",strava aplikasi coba gratis klik trial,1,negatif,0,0.3865106808094461,0.26499518370651576,0.348494135484038,0.3865106808094461
keren jd semangat olahraga,bagus semangat olahraga,5,positif,2,0.09253093898742536,0.11170249128075482,0.7957665697318199,0.7957665697318199
tolong perbaiki strava saya sering logout sendiri lalu untuk login kembali terkadang tidak bisa terkadang bisa...,tolong baik strava logout login terkadang terkadang,4,negatif,0,0.563650924650048,0.19851596938538618,0.23783310596456572,0.563650924650048
uang 609.000 ilang. padahal ga sengaja langganan. tolong dikembaliin ya,uang ilang sengaja langgan tolong dikembaliin,3,negatif,0,0.6249096230839224,0.21689081045588215,0.15819956646019537,0.6249096230839224
ajg gara² apk ini uang gua kesedot dari google play tidak bisa balik,gara aplikasi uang sedot google play,1,negatif,0,0.5750984476742906,0.14745743414716247,0.27744411817854686,0.5750984476742906
"tolong kembalikan saldo saya 609,000k saya tidak pernah berlangganan di aplikasi strava tiba tiba bangun pagi saldo saya ke potong malah saldo buat bayar semester lagi yang ke potong tong strava di kembalikan saldo saya",tolong kembali saldo langgan aplikasi strava bangun pagi saldo potong saldo bayar semester potong tong strava kembali saldo,1,negatif,0,0.6358995023708123,0.16109924179468893,0.2030012558344988,0.6358995023708123
"apk nya bagus, cuma sayang harus berbayar itu aja si, overall good",aplikasi bagus sayang bayar overall good,5,positif,2,0.24889794966191686,0.240044428957946,0.5110576213801371,0.5110576213801371
kadang mapsnya error 😂,kadang mapsnya error,5,negatif,0,0.5762979901266769,0.1964765589827057,0.22722545089061746,0.5762979901266769
Saya suka sekali dgn aplikasi ini,suka aplikasi,5,negatif,0,0.43862307438960024,0.15975064221002586,0.4016262834003738,0.43862307438960024
"balikin uangku 600 ribu itu plis, jangan gitu dong strava 🥺🥺 aku ga merasa berlangganan sama kmu,aku harus nyari uang segitu kemana dalam 1 malam 🥺🥺🥺 ya Allah astagfirullah 🥺🥺🥺 balikin strava 🥺🙏🏼",balikin uang ribu plis gitu strava langgan kmuaku nyari uang segitu mana malam allah astagfirullah balikin strava,1,negatif,0,0.6290265744657362,0.1586515432385668,0.21232188229569687,0.6290265744657362
"tolong strava apakah pembayaran langanan bisa dicancel? saya tidak sengaja membeli langanan tersebut dengan sejumlah uang yang cukup banyak, apakah bisa dikembalikan 🥲 TOLONG..",tolong strava bayar langanan dicancel sengaja beli langanan uang kembali tolong,2,negatif,0,0.6529639677989247,0.21932836456590948,0.12770766763516572,0.6529639677989247
"kenapa tidak bisa login ya, sudah 3-4 hari seperti ini",login,4,negatif,0,0.5229683079751787,0.19789022924399072,0.2791414627808307,0.5229683079751787
"tolong akuratkan durasi dan KM nya, perbaiki kualitasnya ya",tolong akurat durasi baik kualitas,2,negatif,0,0.5337838899808217,0.1995203718835216,0.26669573813565667,0.5337838899808217
aplikasi nya tidak jelas tiba² narik uang orang dari dana melalui google supaya bisa mengubah jadi premium,aplikasi narik uang orang dana google ubah premium,1,negatif,0,0.4981896667104174,0.2238488144223127,0.27796151886726994,0.4981896667104174
"mantap, sangat menyemangati",mantap semangat,5,positif,2,0.261344759207076,0.15240017586005244,0.5862550649328715,0.5862550649328715
"kecewa banget sama aplikasi ini. main tarik uang di dana saya tidak pernah berlangganan selama setahun tiba tiba saldo nya kelotong sendiri 609 uang hasil kerja keras mbalah kepotong ,dan di jam itu juga saya tidak pegang hp tiba2 kebayar sendiri ,toling balikin uang saya kasian yang sudah ketipu sp aplikasi ini kecewa bangettt nyari uang gamudah mbalah diginiin udah pengajuan gabisa!!!!",kecewa banget aplikasi main tarik uang dana langgan tahun saldo lotong uang hasil kerja keras mbalah potong pegang bayar toling balikin uang kasi tipu aplikasi kecewa bangettt nyari uang gamudah mbalah diginiin gabisa,1,negatif,0,0.7009420846759379,0.13315335992150645,0.16590455540255566,0.7009420846759379
Aplikasi ini sangat membantu bangeeeet 👍🏻👍🏻👍🏻,aplikasi bantu bangeeeet,5,positif,2,0.2018428680172838,0.08830557098836753,0.7098515609943487,0.7098515609943487
"kadang error ya kalau di pakein di android, jadi waktu total sama waktu kecepatannya beda 😭😭",kadang error pakein android total cepat beda,4,negatif,0,0.5245049507501942,0.19892894990520515,0.2765660993446007,0.5245049507501942
Tolong kembalikan dana saya sebesar Rp.609.390 saya tidak pernah berlangganan dan tidak mengaktifkan untuk berlangganan. tiba tiba dapatkan notifikasi dana saya terpotong sebesar Rp.609.390. Saya sudah buat pengajuan tolong dikembalikan dan dipercepat untuk penyelesaian masalah ini,tolong kembali dana langgan aktif langgan dapat notifikasi dana potong tolong kembali cepat selesai,1,negatif,0,0.6523773092456218,0.22738061962197778,0.12024207113240042,0.6523773092456218
"tolong strava , saya udh lari tapi hasilnya malah tidak ter save , awalnya ada bacaan ""memproses aktivitas"" , namun setelah saya tinggal tidur malah hilang dan hasil lari saya tidak ter save",tolong strava lari hasil save baca proses aktivitas tinggal tidur hilang hasil lari save,2,negatif,0,0.475265065499006,0.23629091825326362,0.2884440162477304,0.475265065499006
tolong kembalikan dana saya sebesar 609.390 saya tidak merasa berlangganan uang saya ke potong otomatis,tolong kembali dana langgan uang potong otomatis,1,negatif,0,0.6598521949977161,0.21002627159023762,0.1301215334120463,0.6598521949977161
tolong kembalikan uang saya sebesar Rp609.390 karna saya merasa tidak berlangganan,tolong kembali uang karna langgan,1,negatif,0,0.6785176974447417,0.190634329846763,0.13084797270849535,0.6785176974447417
"tolong dana saya terkuras padahal saya tidak pernah mesen strava 1 tahun, dan saldo saya terkuras sebesar 600 dan tidak dapat dikembalikan lagi, tolong sistem nya",tolong dana kuras mesen strava saldo kuras kembali tolong sistem,1,negatif,0,0.6857958398101199,0.2053064152014617,0.10889774498841838,0.6857958398101199
sangat berguna,guna,5,positif,2,0.28833745286085655,0.1369759201852882,0.5746866269538552,0.5746866269538552
tolong kembalikan uang saya sebesar Rp609390 saya merasa di rugi kan dan tidak pernah berlangganan apk ini !!! hati² bagi yang mau download lebih baik cari apk lain ini pencurian berkedok aplikasi !!!,tolong kembali uang rugi langgan aplikasi hati download cari aplikasi curi kedok aplikasi,1,negatif,0,0.6282630940178867,0.15201086507180342,0.21972604091030976,0.6282630940178867
"sedang hiking tiba² gak ada sinyal sulit liat hasil mau disudahi juga gak bisa , alhasil gak jelas hasilnya ...tidak akurat jarak yg ditempuh",hiking sinyal sulit liat hasil sudah alhasil hasil akurat jarak tempuh,3,negatif,0,0.48907943359996875,0.22301787078185364,0.2879026956181776,0.48907943359996875
"mohon maaf gan uang saya ke ambil otomatis dari aplikasi strava, mohon untuk d refund karena uang itu bukan uang saya melainkan uang temen saya, mohon bantuannya🙏🥺",mohon maaf uang ambil otomatis aplikasi strava mohon refund uang uang uang temen mohon bantu,2,negatif,0,0.5642048984241267,0.1747387219240906,0.2610563796517827,0.5642048984241267
"daritadi nungguin memproses aktivitas, udh berjam jam. apakah ga jelas bgt",daritadi nungguin proses aktivitas banget,1,negatif,0,0.4580829661484341,0.15063994643905299,0.39127708741251294,0.4580829661484341
"peta dan elevasi tidak langsung muncul, bagusan versi yg lama yang tahun 2022 kebawah",peta elevasi langsung muncul bagus versi bawah,2,positif,2,0.34517076955005604,0.24239903599201842,0.41243019445792556,0.41243019445792556
"saya tidak bisak login, baik itu dengan google ataupun email yg katanya kesalahan server. Tapi untuk hari2 sebelumnya apk ini berjalan normal. mohon sesegera mungkin untuk diperbaiki🙏!.",bisak login google email salah server aplikasi jalan normal mohon baik,3,negatif,0,0.5714940530616208,0.17983073896916554,0.2486752079692136,0.5714940530616208
"strava saya error Mulu, tolong perbaiki min🙏",strava error mulu tolong baik,1,negatif,0,0.6146142682556671,0.2080339697033201,0.17735176204101274,0.6146142682556671
"strava menurut ku cukup worth it untuk running, cuma satu kendala saya yg dimana saat saya lari bersama teman saya, sering beda 80m bahkan di atas 100m perbedaannya, walaupun kita startnya barengan, saya sudah coba berulang kali, namun hasilnya tetap sama, entah punya saya yg bermasalah atau, aplikasinya error, tolong di perbaiki, karena saya merasa terganggu dengan itu",strava worth running kendala mana lari teman beda beda start bareng coba ulang kali hasil masalah aplikasi error tolong baik ganggu,4,negatif,0,0.5516027379796453,0.2018902122327694,0.24650704978758517,0.5516027379796453
tolong kembalikan uang saya 609.390 yang telah anda ambil dari aplikasi gopaysaya.saya tidak pernah menginstal aplikasi strava apalagi berlangganan.jadi tolong kembalikan uang saya secepatnya.jangan menjadi yg merugikan masyarakat.strava aplikasi pencuri.,tolong kembali uang ambil aplikasi gopaysayasaya menginstal aplikasi strava berlanggananjadi tolong kembali uang secepatnyajangan rugi masyarakatstrava aplikasi curi,1,negatif,0,0.6836558370323561,0.1382383533902531,0.17810580957739067,0.6836558370323561
sangat akurat untuk sekedar aplikasi,akurat aplikasi,5,negatif,0,0.42382357814153193,0.1622581370652168,0.4139182847932513,0.42382357814153193
gaaa kerekam semua,gaaa rekam,1,negatif,0,0.3780133394512555,0.27144983520591354,0.350536825342831,0.3780133394512555
"sudah di upgrade sudah di play, gps on, tiba tiba pause sendiri tidak terekam sama sekali, damnnnnn!!!!!!",upgrade play pause rekam damnnnnn,1,negatif,0,0.4286814242049121,0.239546148601955,0.33177242719313293,0.4286814242049121
"mohon maaf saya tidak tau kalau saya berlangganan,tapi kenapa uang saya di tarik otomatis dari dana saya mohon di pulangkan",mohon maaf berlangganantapi uang tarik otomatis dana mohon pulang,5,negatif,0,0.5447202646375936,0.24153274283126266,0.21374699253114374,0.5447202646375936
tolong kembalikan duit saya di Dana sebesar 609.390 jangan di listing doang banyak kasus yg sama kaya gini ketarik dengan sendiri nya tolong tanggung jawap nya dong kalo ga bisa tanggung jawap tutup aja aplikasi ini!!! sang at merugikan orang lainn!!!,tolong kembali duit dana listing doang kaya tarik tolong tanggung jawap kalo tanggung jawap tutup aplikasi sang rugi orang lainn,1,negatif,0,0.592021350811507,0.2210930801337503,0.18688556905474277,0.592021350811507
"apk tiba² gaa bisa dibuka, pas coba di uninstall terus install lagi tetep ga bisa dibuka,",aplikasi buka coba uninstall install tetep buka,3,negatif,0,0.40459174110835494,0.28778325490134976,0.30762500399029535,0.40459174110835494
Jadi konsisten lari,konsisten lari,5,positif,2,0.24625554923766188,0.23319969381611122,0.5205447569462269,0.5205447569462269
"harusnya daftar akun tidak perlu dipersulit. selalu saja ""silahkan gunakan email yang valid"" padahal udah valid. seharusnya tidak perlu ada batasan harus pakai domain apa selagi bisa terima OTP ya tidak masalah.",daftar akun sulit silah email valid valid batas pakai domain selagi terima,2,negatif,0,0.530940647737552,0.17132790877022971,0.29773144349221825,0.530940647737552
woi kenapa strava saya eror kenapa ini,strava eror,1,negatif,0,0.5126339189795364,0.2623752606050327,0.22499082041543103,0.5126339189795364
"strava yg sekrng kok beda yaa sama yg th lalu. dengan rute yg sama dg th lalu tp kok hasil jaraknya bedaa yaa dengan th ini dan selisihnya juga cukup banyak. yg ditahun lalu dengan rute yg sama itu sekita 6km sekarang jadi 6,8km 🙏",strava sekrng beda rute hasil jarak bedaa selisih tahun rute kita,3,negatif,0,0.5414305796095178,0.1991120244660953,0.259457395924387,0.5414305796095178
"kadang bingnung kalau ga kesimpen , kenapa langsung ke fitur yang berbayar...",kadang bingnung kesimpen langsung fitur bayar,3,negatif,0,0.4701363848290414,0.27818899696449356,0.25167461820646503,0.4701363848290414
mantap data akurat,bagus data akurat,5,positif,2,0.23698026626723037,0.18894841926178618,0.5740713144709834,0.5740713144709834
"tolong kembalikan dana saya sebsar 609ribu saya tidak mengetahui, ini sama aja mencuri uang org lain tanpa persetujuan org lain",tolong kembali dana sebsar ribu curi uang tuju,1,negatif,0,0.6147886811012734,0.19183817795093028,0.19337314094779642,0.6147886811012734
saya tidak pernah approve berlangganan 1 tahun kenapa saldo ducabut berlangganan 1 tahun. kembalikan uang saya.,approve langgan saldo ducabut langgan kembali uang,1,negatif,0,0.6599578655130743,0.18908524321228148,0.15095689127464423,0.6599578655130743
"saya sudah tidak memakai strava tetapi aplikasi menyedot dari dana tanpa persetujuan saya ini bagaimana ya admin tolong dong tiba tiba 609.000 ribu hilang, saya mibta di refund",pakai strava aplikasi sedot dana tuju admin tolong ribu hilang mibta refund,1,negatif,0,0.5962285764181745,0.16611256184627987,0.23765886173554554,0.5962285764181745
sudah stop tapi tagihan langganan muncul tarus 🤦🤦 bagaimana cara stopnya ?,stop tagih langgan muncul tarus stop,1,netral,1,0.3492658307643767,0.3729747863700109,0.27775938286561236,0.3729747863700109
"tolong ya kembalikan dana 609k yg di tarik tanpa persetujuan akun saya, 600 uang yg ga dikit, jangan bikin vitur yg merugikan pengguna yaaa, mana ngajuin ga d acc pdhl bau beberapa jam setelah transaksi, toloooong kembalikan uang sayaaaaaaa",tolong kembali dana tarik tuju akun uang dikit bikin vitur rugi guna yaaa ngajuin pdhl transaksi toloooong kembali uang sayaaaaaaa,1,negatif,0,0.6633032823219334,0.1611603067436409,0.17553641093442576,0.6633032823219334
"Tolong kembalilan uang saya 609 rb, saya tidak pernah merasa melakukan pembayaran tersebut",tolong kembalilan uang bayar,1,negatif,0,0.6176098747543803,0.19318881248290395,0.1892013127627158,0.6176098747543803
